Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Food Poisoning,feel like throwing up,feel weak,diarrhea,,,,,,,,,,,,,,
Asthma,can't breathe,coughing,chest tightness,wheezing,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,cough,sneezing,,,,,,,,,,,,,
Hypertension,head hurts,breathing problem,chest pain,,,,,,,,,,,,,,
Hypertension,chest pain,dizziness,head hurts,,,,,,,,,,,,,,
Common Cold,mild fever,cough,runny nose,,,,,,,,,,,,,,
Asthma,coughing,can't breathe,wheezing,chest tightness,,,,,,,,,,,,,
Hypertension,can't breathe,chest pain,head hurts,,,,,,,,,,,,,,
Migraine,light sensitivity,head hurts,dizziness,blurry vision,,,,,,,,,,,,,
Asthma,trouble breathing,chest tightness,coughing,wheezing,,,,,,,,,,,,,
Allergy,itchy eyes,runny nose,rash,cough,sneezing,,,,,,,,,,,,
Food Poisoning,diarrhea,throwing up,feel like throwing up,stomach hurts,feel weak,,,,,,,,,,,,
Migraine,light sensitivity,feel like throwing up,dizziness,can't see clearly,,,,,,,,,,,,,
Flu,chills,exhausted,cough,,,,,,,,,,,,,,
Hypertension,head hurts,chest pain,dizziness,can't breathe,,,,,,,,,,,,,
Migraine,head hurts,light sensitivity,feel like throwing up,dizziness,vision is blurry,,,,,,,,,,,,
Flu,cough,chills,exhausted,body ache,high temperature,,,,,,,,,,,,
Diabetes,vision is blurry,pee often,slow healing,,,,,,,,,,,,,,
Allergy,itchy eyes,cough,sneezing,runny nose,rash,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,loss of interest,,,,,,,,,,,,,,
Depression,sadness,loss of interest,always tired,,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,chest tightness,,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,coughing,breathing problem,,,,,,,,,,,,,
COVID-19,fever,tired,dry cough,,,,,,,,,,,,,,
Flu,pain all over,chills,cough,always tired,high temperature,,,,,,,,,,,,
Diabetes,slow healing,pee a lot,feeling tired,thirsty all the time,,,,,,,,,,,,,
COVID-19,always tired,can't breathe,fever,dry cough,loss of taste,,,,,,,,,,,,
Food Poisoning,diarrhea,stomach hurts,throwing up,feel weak,feel like throwing up,,,,,,,,,,,,
Allergy,rash,itchy eyes,runny nose,sneezing,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,wheezing,,,,,,,,,,,,,,
Asthma,coughing,breathing problem,chest tightness,,,,,,,,,,,,,,
COVID-19,loss of taste,feeling tired,fever,,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,coughing,can't breathe,,,,,,,,,,,,,
Depression,loss of interest,exhausted,lack of focus,sadness,trouble sleeping,,,,,,,,,,,,
Asthma,trouble breathing,chest tightness,coughing,wheezing,,,,,,,,,,,,,
Allergy,rash,itchy eyes,sneezing,,,,,,,,,,,,,,
Depression,tired,sadness,lack of focus,trouble sleeping,,,,,,,,,,,,,
Hypertension,breathing problem,chest pain,dizziness,head hurts,,,,,,,,,,,,,
Depression,feeling tired,sadness,loss of interest,lack of focus,,,,,,,,,,,,,
Food Poisoning,feel weak,throwing up,stomach hurts,,,,,,,,,,,,,,
Flu,exhausted,pain all over,cough,chills,,,,,,,,,,,,,
Diabetes,exhausted,slow healing,pee a lot,vision is blurry,,,,,,,,,,,,,
Migraine,feel like throwing up,dizziness,blurry vision,,,,,,,,,,,,,,
Food Poisoning,feel like throwing up,diarrhea,throwing up,,,,,,,,,,,,,,
Food Poisoning,stomach hurts,throwing up,diarrhea,feel weak,,,,,,,,,,,,,
Diabetes,slow healing,very thirsty,exhausted,can't see clearly,,,,,,,,,,,,,
Food Poisoning,feel like throwing up,stomach hurts,feel weak,,,,,,,,,,,,,,
Diabetes,pee often,slow healing,very thirsty,,,,,,,,,,,,,,
Hypertension,head hurts,can't breathe,chest pain,,,,,,,,,,,,,,
Common Cold,cough,sneezing,mild fever,,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,runny nose,cough,,,,,,,,,,,,,
Flu,body ache,exhausted,chills,cough,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,sneezing,runny nose,cough,,,,,,,,,,,,
COVID-19,loss of taste,can't breathe,dry cough,fever,,,,,,,,,,,,,
Depression,lack of focus,sadness,loss of interest,trouble sleeping,,,,,,,,,,,,,
Common Cold,runny nose,mild fever,cough,sore throat,sneezing,,,,,,,,,,,,
Allergy,itchy eyes,cough,sneezing,,,,,,,,,,,,,,
Food Poisoning,diarrhea,feel like throwing up,feel weak,,,,,,,,,,,,,,
COVID-19,dry cough,tired,loss of taste,fever,can't breathe,,,,,,,,,,,,
Allergy,sneezing,itchy eyes,cough,rash,,,,,,,,,,,,,
COVID-19,loss of taste,feeling tired,dry cough,,,,,,,,,,,,,,
Food Poisoning,diarrhea,feel weak,stomach hurts,feel like throwing up,,,,,,,,,,,,,
COVID-19,trouble breathing,always tired,loss of taste,fever,dry cough,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sore throat,sneezing,,,,,,,,,,,,,
Asthma,coughing,wheezing,chest tightness,breathing problem,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,feel like throwing up,can't see clearly,head hurts,,,,,,,,,,,,
Migraine,blurry vision,dizziness,head hurts,light sensitivity,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,cough,sneezing,,,,,,,,,,,,,
Allergy,itchy eyes,runny nose,sneezing,cough,rash,,,,,,,,,,,,
Diabetes,slow healing,feeling tired,urinate a lot,vision is blurry,,,,,,,,,,,,,
Food Poisoning,feel like throwing up,stomach hurts,diarrhea,feel weak,,,,,,,,,,,,,
Food Poisoning,feel like throwing up,diarrhea,feel weak,,,,,,,,,,,,,,
Hypertension,chest pain,head hurts,breathing problem,dizziness,,,,,,,,,,,,,
Hypertension,dizziness,breathing problem,chest pain,head hurts,,,,,,,,,,,,,
Flu,exhausted,pain all over,chills,feeling hot,cough,,,,,,,,,,,,
Flu,feeling tired,pain all over,cough,,,,,,,,,,,,,,
Flu,always tired,body ache,high temperature,,,,,,,,,,,,,,
Allergy,sneezing,rash,runny nose,cough,,,,,,,,,,,,,
Common Cold,cough,mild fever,sore throat,sneezing,runny nose,,,,,,,,,,,,
Allergy,sneezing,runny nose,cough,itchy eyes,rash,,,,,,,,,,,,
Allergy,sneezing,rash,runny nose,itchy eyes,,,,,,,,,,,,,
Common Cold,cough,mild fever,sore throat,sneezing,runny nose,,,,,,,,,,,,
Diabetes,vision is blurry,slow healing,urinate a lot,,,,,,,,,,,,,,
Flu,high temperature,body ache,chills,,,,,,,,,,,,,,
Migraine,light sensitivity,feel like throwing up,dizziness,,,,,,,,,,,,,,
Depression,trouble sleeping,loss of interest,feeling tired,,,,,,,,,,,,,,
Asthma,coughing,can't breathe,chest tightness,wheezing,,,,,,,,,,,,,
Migraine,dizziness,feel like throwing up,head hurts,light sensitivity,can't see clearly,,,,,,,,,,,,
Common Cold,runny nose,mild fever,cough,,,,,,,,,,,,,,
Diabetes,slow healing,exhausted,pee often,always thirsty,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,coughing,,,,,,,,,,,,,,
Allergy,itchy eyes,sneezing,runny nose,cough,rash,,,,,,,,,,,,
Flu,cough,high temperature,pain all over,chills,,,,,,,,,,,,,
Hypertension,chest pain,breathing problem,dizziness,head hurts,,,,,,,,,,,,,
Flu,cough,high temperature,chills,,,,,,,,,,,,,,
Food Poisoning,stomach hurts,feel like throwing up,feel weak,,,,,,,,,,,,,,
Migraine,feel like throwing up,dizziness,light sensitivity,head hurts,,,,,,,,,,,,,
Diabetes,feeling tired,always thirsty,pee a lot,slow healing,vision is blurry,,,,,,,,,,,,
Allergy,sneezing,runny nose,itchy eyes,cough,,,,,,,,,,,,,
Depression,trouble sleeping,sadness,loss of interest,lack of focus,,,,,,,,,,,,,
Common Cold,cough,mild fever,sneezing,sore throat,,,,,,,,,,,,,
Diabetes,very thirsty,slow healing,vision is blurry,pee often,,,,,,,,,,,,,
Asthma,chest tightness,can't breathe,wheezing,coughing,,,,,,,,,,,,,
COVID-19,loss of taste,dry cough,breathing problem,fever,feeling tired,,,,,,,,,,,,
Food Poisoning,throwing up,feel like throwing up,stomach hurts,feel weak,diarrhea,,,,,,,,,,,,
Common Cold,mild fever,sneezing,sore throat,cough,,,,,,,,,,,,,
Flu,always tired,body ache,chills,,,,,,,,,,,,,,
COVID-19,can't breathe,fever,exhausted,dry cough,,,,,,,,,,,,,
Asthma,can't breathe,wheezing,chest tightness,coughing,,,,,,,,,,,,,
Depression,lack of focus,exhausted,sadness,trouble sleeping,,,,,,,,,,,,,
Allergy,itchy eyes,sneezing,rash,cough,runny nose,,,,,,,,,,,,
Diabetes,slow healing,urinate a lot,thirsty all the time,blurry vision,exhausted,,,,,,,,,,,,
Depression,loss of interest,trouble sleeping,feeling tired,sadness,,,,,,,,,,,,,
Depression,trouble sleeping,lack of focus,loss of interest,,,,,,,,,,,,,,
Flu,feeling hot,chills,cough,pain all over,feeling tired,,,,,,,,,,,,
Common Cold,cough,sore throat,runny nose,,,,,,,,,,,,,,
Migraine,vision is blurry,feel like throwing up,head hurts,dizziness,light sensitivity,,,,,,,,,,,,
COVID-19,always tired,trouble breathing,fever,dry cough,loss of taste,,,,,,,,,,,,
Diabetes,slow healing,exhausted,blurry vision,,,,,,,,,,,,,,
Asthma,wheezing,coughing,chest tightness,,,,,,,,,,,,,,
COVID-19,trouble breathing,fever,dry cough,,,,,,,,,,,,,,
Asthma,wheezing,coughing,can't breathe,,,,,,,,,,,,,,
Diabetes,slow healing,can't see clearly,thirsty all the time,tired,,,,,,,,,,,,,
Depression,trouble sleeping,tired,loss of interest,,,,,,,,,,,,,,
Flu,cough,feeling hot,pain all over,feeling tired,,,,,,,,,,,,,
Hypertension,head hurts,can't breathe,dizziness,chest pain,,,,,,,,,,,,,
COVID-19,dry cough,loss of taste,can't breathe,,,,,,,,,,,,,,
Asthma,can't breathe,chest tightness,wheezing,,,,,,,,,,,,,,
Migraine,feel like throwing up,light sensitivity,head hurts,dizziness,,,,,,,,,,,,,
Diabetes,tired,very thirsty,slow healing,pee often,,,,,,,,,,,,,
Food Poisoning,stomach hurts,feel like throwing up,throwing up,,,,,,,,,,,,,,
Flu,high temperature,chills,cough,body ache,feeling tired,,,,,,,,,,,,
Depression,sadness,lack of focus,trouble sleeping,,,,,,,,,,,,,,
Migraine,light sensitivity,can't see clearly,dizziness,,,,,,,,,,,,,,
Depression,trouble sleeping,loss of interest,always tired,lack of focus,sadness,,,,,,,,,,,,
Food Poisoning,feel weak,diarrhea,feel like throwing up,stomach hurts,throwing up,,,,,,,,,,,,
Migraine,blurry vision,feel like throwing up,light sensitivity,dizziness,head hurts,,,,,,,,,,,,
Flu,pain all over,tired,chills,cough,feeling hot,,,,,,,,,,,,
Food Poisoning,stomach hurts,throwing up,diarrhea,feel weak,feel like throwing up,,,,,,,,,,,,
Common Cold,sore throat,cough,mild fever,sneezing,runny nose,,,,,,,,,,,,
COVID-19,loss of taste,trouble breathing,fever,dry cough,always tired,,,,,,,,,,,,
Diabetes,pee a lot,slow healing,tired,always thirsty,vision is blurry,,,,,,,,,,,,
Migraine,dizziness,blurry vision,feel like throwing up,light sensitivity,,,,,,,,,,,,,
Flu,high temperature,chills,feeling tired,pain all over,cough,,,,,,,,,,,,
Allergy,itchy eyes,runny nose,cough,,,,,,,,,,,,,,
Allergy,itchy eyes,rash,cough,runny nose,sneezing,,,,,,,,,,,,
Hypertension,can't breathe,chest pain,head hurts,dizziness,,,,,,,,,,,,,
Hypertension,can't breathe,chest pain,dizziness,,,,,,,,,,,,,,
Migraine,dizziness,feel like throwing up,light sensitivity,,,,,,,,,,,,,,
Flu,high temperature,always tired,cough,,,,,,,,,,,,,,
Diabetes,always tired,thirsty all the time,can't see clearly,pee a lot,slow healing,,,,,,,,,,,,
Depression,lack of focus,loss of interest,trouble sleeping,,,,,,,,,,,,,,
Food Poisoning,diarrhea,stomach hurts,feel like throwing up,,,,,,,,,,,,,,
Allergy,sneezing,cough,itchy eyes,runny nose,,,,,,,,,,,,,
Common Cold,mild fever,sore throat,cough,runny nose,,,,,,,,,,,,,
Depression,sadness,trouble sleeping,loss of interest,lack of focus,,,,,,,,,,,,,
Flu,cough,chills,high temperature,body ache,,,,,,,,,,,,,
Asthma,wheezing,chest tightness,can't breathe,,,,,,,,,,,,,,
Allergy,cough,runny nose,rash,itchy eyes,,,,,,,,,,,,,
Common Cold,cough,mild fever,sneezing,runny nose,sore throat,,,,,,,,,,,,
Common Cold,mild fever,cough,sore throat,,,,,,,,,,,,,,
Allergy,sneezing,cough,rash,,,,,,,,,,,,,,
COVID-19,loss of taste,can't breathe,feeling tired,fever,,,,,,,,,,,,,
Food Poisoning,throwing up,stomach hurts,diarrhea,,,,,,,,,,,,,,
COVID-19,fever,feeling tired,trouble breathing,,,,,,,,,,,,,,
Migraine,light sensitivity,head hurts,feel like throwing up,can't see clearly,dizziness,,,,,,,,,,,,
Flu,high temperature,pain all over,cough,chills,,,,,,,,,,,,,
Migraine,dizziness,light sensitivity,can't see clearly,,,,,,,,,,,,,,
Food Poisoning,throwing up,stomach hurts,feel like throwing up,diarrhea,,,,,,,,,,,,,
Hypertension,dizziness,breathing problem,head hurts,,,,,,,,,,,,,,
COVID-19,loss of taste,dry cough,tired,,,,,,,,,,,,,,
Allergy,sneezing,runny nose,itchy eyes,rash,,,,,,,,,,,,,
Food Poisoning,feel weak,throwing up,diarrhea,,,,,,,,,,,,,,
Diabetes,urinate a lot,slow healing,blurry vision,always thirsty,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,trouble breathing,coughing,,,,,,,,,,,,,
Migraine,feel like throwing up,light sensitivity,can't see clearly,,,,,,,,,,,,,,
Hypertension,can't breathe,head hurts,dizziness,,,,,,,,,,,,,,
Food Poisoning,feel weak,stomach hurts,feel like throwing up,throwing up,diarrhea,,,,,,,,,,,,
Hypertension,head hurts,chest pain,dizziness,trouble breathing,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,feel like throwing up,can't see clearly,,,,,,,,,,,,,
Asthma,coughing,chest tightness,trouble breathing,,,,,,,,,,,,,,
Allergy,itchy eyes,rash,sneezing,,,,,,,,,,,,,,
Hypertension,trouble breathing,chest pain,head hurts,dizziness,,,,,,,,,,,,,
Migraine,can't see clearly,light sensitivity,head hurts,,,,,,,,,,,,,,
Hypertension,head hurts,can't breathe,chest pain,,,,,,,,,,,,,,
Common Cold,runny nose,cough,mild fever,,,,,,,,,,,,,,
Flu,cough,body ache,feeling hot,chills,,,,,,,,,,,,,
Diabetes,thirsty all the time,slow healing,feeling tired,,,,,,,,,,,,,,
Food Poisoning,diarrhea,feel weak,feel like throwing up,,,,,,,,,,,,,,
Diabetes,always thirsty,urinate a lot,slow healing,,,,,,,,,,,,,,
Flu,cough,chills,feeling hot,,,,,,,,,,,,,,
Allergy,cough,sneezing,runny nose,rash,,,,,,,,,,,,,
Flu,feeling hot,exhausted,cough,,,,,,,,,,,,,,
Food Poisoning,diarrhea,feel weak,feel like throwing up,throwing up,,,,,,,,,,,,,
Diabetes,vision is blurry,tired,slow healing,,,,,,,,,,,,,,
Common Cold,sneezing,cough,runny nose,sore throat,mild fever,,,,,,,,,,,,
Common Cold,sneezing,mild fever,sore throat,runny nose,cough,,,,,,,,,,,,
Common Cold,mild fever,sneezing,cough,,,,,,,,,,,,,,
Depression,exhausted,lack of focus,sadness,,,,,,,,,,,,,,
Depression,exhausted,loss of interest,lack of focus,,,,,,,,,,,,,,
Diabetes,slow healing,vision is blurry,exhausted,thirsty all the time,,,,,,,,,,,,,
Depression,loss of interest,lack of focus,sadness,,,,,,,,,,,,,,
Depression,trouble sleeping,sadness,lack of focus,always tired,loss of interest,,,,,,,,,,,,
COVID-19,dry cough,breathing problem,fever,feeling tired,,,,,,,,,,,,,
Diabetes,pee a lot,very thirsty,always tired,,,,,,,,,,,,,,
Common Cold,runny nose,mild fever,sore throat,cough,sneezing,,,,,,,,,,,,
Asthma,breathing problem,wheezing,coughing,chest tightness,,,,,,,,,,,,,
Depression,loss of interest,feeling tired,trouble sleeping,lack of focus,,,,,,,,,,,,,
Food Poisoning,throwing up,stomach hurts,diarrhea,,,,,,,,,,,,,,
Food Poisoning,diarrhea,throwing up,feel weak,feel like throwing up,,,,,,,,,,,,,
Food Poisoning,feel weak,throwing up,feel like throwing up,,,,,,,,,,,,,,
Food Poisoning,stomach hurts,throwing up,feel weak,,,,,,,,,,,,,,
Food Poisoning,feel weak,diarrhea,stomach hurts,throwing up,,,,,,,,,,,,,
Food Poisoning,stomach hurts,diarrhea,feel like throwing up,,,,,,,,,,,,,,
Allergy,sneezing,cough,rash,runny nose,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,breathing problem,,,,,,,,,,,,,,
Hypertension,chest pain,dizziness,trouble breathing,,,,,,,,,,,,,,
Hypertension,head hurts,trouble breathing,dizziness,,,,,,,,,,,,,,
Flu,cough,always tired,body ache,feeling hot,chills,,,,,,,,,,,,
Food Poisoning,feel weak,diarrhea,stomach hurts,,,,,,,,,,,,,,
Migraine,feel like throwing up,blurry vision,light sensitivity,,,,,,,,,,,,,,
Diabetes,thirsty all the time,urinate a lot,blurry vision,slow healing,exhausted,,,,,,,,,,,,
Asthma,coughing,chest tightness,wheezing,trouble breathing,,,,,,,,,,,,,
Migraine,head hurts,light sensitivity,can't see clearly,,,,,,,,,,,,,,
Asthma,chest tightness,wheezing,trouble breathing,coughing,,,,,,,,,,,,,
Diabetes,can't see clearly,slow healing,thirsty all the time,pee a lot,,,,,,,,,,,,,
COVID-19,breathing problem,exhausted,dry cough,,,,,,,,,,,,,,
Flu,body ache,feeling tired,chills,cough,high temperature,,,,,,,,,,,,
Diabetes,thirsty all the time,slow healing,tired,pee a lot,blurry vision,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,tired,loss of interest,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sneezing,sore throat,cough,,,,,,,,,,,,
Food Poisoning,throwing up,diarrhea,feel weak,,,,,,,,,,,,,,
Allergy,sneezing,cough,runny nose,itchy eyes,,,,,,,,,,,,,
COVID-19,always tired,dry cough,trouble breathing,,,,,,,,,,,,,,
Depression,lack of focus,tired,sadness,loss of interest,trouble sleeping,,,,,,,,,,,,
Allergy,itchy eyes,runny nose,sneezing,,,,,,,,,,,,,,
Allergy,itchy eyes,runny nose,cough,sneezing,,,,,,,,,,,,,
Depression,always tired,sadness,lack of focus,trouble sleeping,loss of interest,,,,,,,,,,,,
Hypertension,head hurts,chest pain,dizziness,,,,,,,,,,,,,,
Hypertension,breathing problem,chest pain,dizziness,,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sore throat,cough,,,,,,,,,,,,,
Allergy,sneezing,cough,rash,itchy eyes,runny nose,,,,,,,,,,,,
Diabetes,vision is blurry,very thirsty,pee a lot,slow healing,,,,,,,,,,,,,
Allergy,sneezing,cough,rash,itchy eyes,runny nose,,,,,,,,,,,,
Diabetes,feeling tired,blurry vision,urinate a lot,thirsty all the time,,,,,,,,,,,,,
Flu,cough,high temperature,tired,pain all over,,,,,,,,,,,,,
COVID-19,always tired,dry cough,fever,loss of taste,can't breathe,,,,,,,,,,,,
Migraine,head hurts,feel like throwing up,dizziness,can't see clearly,light sensitivity,,,,,,,,,,,,
Allergy,itchy eyes,rash,sneezing,,,,,,,,,,,,,,
Flu,cough,feeling hot,pain all over,chills,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,cough,sore throat,,,,,,,,,,,,,
Flu,chills,high temperature,body ache,cough,feeling tired,,,,,,,,,,,,
Depression,always tired,loss of interest,lack of focus,,,,,,,,,,,,,,
Asthma,wheezing,coughing,breathing problem,chest tightness,,,,,,,,,,,,,
Flu,cough,chills,body ache,,,,,,,,,,,,,,
Common Cold,cough,mild fever,sneezing,runny nose,,,,,,,,,,,,,
Depression,loss of interest,lack of focus,always tired,sadness,,,,,,,,,,,,,
Depression,trouble sleeping,exhausted,loss of interest,lack of focus,,,,,,,,,,,,,
COVID-19,trouble breathing,feeling tired,dry cough,,,,,,,,,,,,,,
Hypertension,chest pain,head hurts,can't breathe,dizziness,,,,,,,,,,,,,
Allergy,rash,cough,itchy eyes,runny nose,sneezing,,,,,,,,,,,,
Food Poisoning,stomach hurts,feel like throwing up,diarrhea,,,,,,,,,,,,,,
COVID-19,fever,dry cough,loss of taste,can't breathe,tired,,,,,,,,,,,,
Flu,feeling hot,chills,pain all over,,,,,,,,,,,,,,
Hypertension,chest pain,dizziness,head hurts,can't breathe,,,,,,,,,,,,,
Food Poisoning,feel weak,stomach hurts,throwing up,diarrhea,,,,,,,,,,,,,
Food Poisoning,diarrhea,stomach hurts,feel like throwing up,throwing up,feel weak,,,,,,,,,,,,
Flu,pain all over,chills,feeling hot,,,,,,,,,,,,,,
Allergy,runny nose,rash,itchy eyes,sneezing,cough,,,,,,,,,,,,
Common Cold,sneezing,cough,sore throat,,,,,,,,,,,,,,
Migraine,feel like throwing up,blurry vision,dizziness,light sensitivity,head hurts,,,,,,,,,,,,
Common Cold,sore throat,mild fever,runny nose,sneezing,cough,,,,,,,,,,,,
Hypertension,dizziness,can't breathe,head hurts,chest pain,,,,,,,,,,,,,
COVID-19,dry cough,trouble breathing,fever,,,,,,,,,,,,,,
Food Poisoning,feel weak,stomach hurts,diarrhea,throwing up,feel like throwing up,,,,,,,,,,,,
Flu,high temperature,feeling tired,cough,body ache,,,,,,,,,,,,,
Allergy,runny nose,sneezing,cough,,,,,,,,,,,,,,
Flu,feeling hot,chills,cough,,,,,,,,,,,,,,
Food Poisoning,throwing up,feel like throwing up,diarrhea,,,,,,,,,,,,,,
Diabetes,slow healing,urinate a lot,vision is blurry,,,,,,,,,,,,,,
Common Cold,cough,sore throat,sneezing,mild fever,,,,,,,,,,,,,
COVID-19,breathing problem,dry cough,loss of taste,,,,,,,,,,,,,,
COVID-19,dry cough,loss of taste,tired,fever,,,,,,,,,,,,,
Common Cold,cough,mild fever,sore throat,runny nose,,,,,,,,,,,,,
Depression,loss of interest,sadness,lack of focus,trouble sleeping,always tired,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,sadness,loss of interest,,,,,,,,,,,,,
Common Cold,sneezing,mild fever,cough,,,,,,,,,,,,,,
Hypertension,head hurts,chest pain,dizziness,trouble breathing,,,,,,,,,,,,,
Migraine,head hurts,vision is blurry,dizziness,light sensitivity,,,,,,,,,,,,,
Common Cold,sneezing,cough,runny nose,,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,vision is blurry,,,,,,,,,,,,,,
Food Poisoning,feel weak,diarrhea,throwing up,feel like throwing up,,,,,,,,,,,,,
Hypertension,head hurts,chest pain,trouble breathing,,,,,,,,,,,,,,
Food Poisoning,feel weak,throwing up,diarrhea,,,,,,,,,,,,,,
Common Cold,sore throat,cough,sneezing,runny nose,mild fever,,,,,,,,,,,,
Hypertension,head hurts,chest pain,dizziness,,,,,,,,,,,,,,
Depression,exhausted,sadness,lack of focus,,,,,,,,,,,,,,
Hypertension,head hurts,dizziness,chest pain,,,,,,,,,,,,,,
Hypertension,breathing problem,dizziness,chest pain,,,,,,,,,,,,,,
Flu,body ache,feeling tired,cough,,,,,,,,,,,,,,
Allergy,itchy eyes,cough,runny nose,,,,,,,,,,,,,,
Asthma,wheezing,trouble breathing,chest tightness,,,,,,,,,,,,,,
Allergy,runny nose,rash,cough,,,,,,,,,,,,,,
COVID-19,dry cough,trouble breathing,fever,,,,,,,,,,,,,,
Common Cold,sneezing,cough,sore throat,runny nose,mild fever,,,,,,,,,,,,
Diabetes,can't see clearly,pee often,tired,slow healing,,,,,,,,,,,,,
Hypertension,trouble breathing,dizziness,head hurts,,,,,,,,,,,,,,
Asthma,coughing,trouble breathing,chest tightness,wheezing,,,,,,,,,,,,,
Hypertension,breathing problem,head hurts,dizziness,,,,,,,,,,,,,,
Food Poisoning,stomach hurts,throwing up,feel weak,,,,,,,,,,,,,,
Common Cold,runny nose,mild fever,sore throat,sneezing,cough,,,,,,,,,,,,
Flu,high temperature,feeling tired,chills,cough,body ache,,,,,,,,,,,,
Common Cold,cough,sore throat,runny nose,mild fever,,,,,,,,,,,,,
Diabetes,pee often,slow healing,blurry vision,feeling tired,,,,,,,,,,,,,
Asthma,coughing,chest tightness,can't breathe,wheezing,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sneezing,sore throat,,,,,,,,,,,,,
Allergy,runny nose,itchy eyes,rash,cough,sneezing,,,,,,,,,,,,
Diabetes,slow healing,blurry vision,urinate a lot,,,,,,,,,,,,,,
Flu,chills,high temperature,feeling tired,pain all over,cough,,,,,,,,,,,,
Migraine,light sensitivity,blurry vision,dizziness,head hurts,,,,,,,,,,,,,
COVID-19,loss of taste,fever,feeling tired,dry cough,trouble breathing,,,,,,,,,,,,
Hypertension,head hurts,breathing problem,dizziness,chest pain,,,,,,,,,,,,,
Flu,tired,pain all over,chills,,,,,,,,,,,,,,
COVID-19,fever,dry cough,loss of taste,,,,,,,,,,,,,,
Common Cold,cough,runny nose,mild fever,sneezing,sore throat,,,,,,,,,,,,
Food Poisoning,feel like throwing up,stomach hurts,feel weak,,,,,,,,,,,,,,
Migraine,head hurts,light sensitivity,dizziness,feel like throwing up,vision is blurry,,,,,,,,,,,,
Migraine,head hurts,vision is blurry,feel like throwing up,dizziness,,,,,,,,,,,,,
Migraine,head hurts,light sensitivity,feel like throwing up,,,,,,,,,,,,,,
Asthma,coughing,chest tightness,wheezing,trouble breathing,,,,,,,,,,,,,
Common Cold,runny nose,mild fever,sore throat,sneezing,,,,,,,,,,,,,
COVID-19,fever,dry cough,trouble breathing,feeling tired,loss of taste,,,,,,,,,,,,
Depression,trouble sleeping,always tired,sadness,loss of interest,lack of focus,,,,,,,,,,,,
Migraine,head hurts,vision is blurry,dizziness,feel like throwing up,,,,,,,,,,,,,
COVID-19,fever,feeling tired,trouble breathing,dry cough,,,,,,,,,,,,,
COVID-19,dry cough,breathing problem,always tired,,,,,,,,,,,,,,
Migraine,dizziness,light sensitivity,feel like throwing up,head hurts,,,,,,,,,,,,,
Hypertension,head hurts,trouble breathing,dizziness,,,,,,,,,,,,,,
Depression,loss of interest,sadness,lack of focus,feeling tired,,,,,,,,,,,,,
Asthma,can't breathe,wheezing,chest tightness,,,,,,,,,,,,,,
Common Cold,sore throat,runny nose,sneezing,mild fever,,,,,,,,,,,,,
COVID-19,tired,loss of taste,trouble breathing,dry cough,,,,,,,,,,,,,
Allergy,sneezing,cough,runny nose,,,,,,,,,,,,,,
Allergy,sneezing,rash,cough,,,,,,,,,,,,,,
Diabetes,blurry vision,slow healing,feeling tired,pee a lot,,,,,,,,,,,,,
COVID-19,always tired,dry cough,fever,loss of taste,,,,,,,,,,,,,
Migraine,light sensitivity,feel like throwing up,can't see clearly,,,,,,,,,,,,,,
Flu,cough,high temperature,chills,body ache,always tired,,,,,,,,,,,,
Allergy,sneezing,cough,rash,runny nose,itchy eyes,,,,,,,,,,,,
COVID-19,can't breathe,dry cough,loss of taste,always tired,,,,,,,,,,,,,
COVID-19,dry cough,breathing problem,loss of taste,fever,,,,,,,,,,,,,
Depression,trouble sleeping,loss of interest,feeling tired,lack of focus,sadness,,,,,,,,,,,,
Flu,chills,feeling hot,body ache,,,,,,,,,,,,,,
Flu,cough,feeling hot,pain all over,chills,,,,,,,,,,,,,
Diabetes,always thirsty,urinate a lot,always tired,slow healing,,,,,,,,,,,,,
Hypertension,head hurts,dizziness,chest pain,can't breathe,,,,,,,,,,,,,
